Position,Company,Location,Salary,url,Job_Description
Wordpress/Woocommerce Developer,Giraf,Calicut,₹35T (Employer Est.),"https://www.glassdoor.co.in/job-listing/wordpress-woocommerce-developer-giraf-JV_IC2868442_KO0,31_KE32,37.htm?jl=1009131191566","Giraf
Wordpress/Woocommerce Developer
Calicut
Easy Apply
Easy Apply
Giraf is a digital marketing agency with its roots based in the Middle East and has
a long list of satisfied clientele both domestic and international. Our services include Web development, SEO, SMM, 2D and 3D animation, Package designs, and much more.
Requirements
Bachelor’s Degree in Computer Science or related field (Master’s preferred)
Expert knowledge of WordPress (Plugin/Theme development/API)
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)
Strong knowledge in database architecture and design (Mysql, postgresql, Sqlite)
Preferred to know about deployment process with Cloud Servers or on-premises
3 years experience in application development and testing
Ability to create support documentation for all new applications
A positive attitude, willingness to learn and problem solving mindset
Strong teamwork skills
Proven knowledge of the most current security and web development programming
Responsibilities
Develop custom WordPress themes and plugins from scratch, based on project requirements and design mockups.
Customize existing WordPress themes and plugins to meet client specifications, including layout modifications, functionality enhancements, and performance optimizations.
Collaborate with designers to ensure seamless integration of design elements into WordPress themes, maintaining visual consistency and brand identity.
Implement responsive web design principles to ensure websites are optimized for various devices and screen sizes.
Perform thorough testing and debugging to identify and fix issues related to website functionality, performance, and cross-browser compatibility.
Optimize website performance, including page load speed, caching, and server-side optimizations.
Stay updated on the latest WordPress trends, best practices, and security standards, and proactively recommend improvements and enhancements to our development process.
Experience in integrating webpages on servers.
Experience:
WordPress: 3 Years
Job Types: Full-time, Permanent
Pay: From ₹35,000.00 per month
Benefits:
Flexible schedule
Schedule:
Day shift
Monday to Friday
Education:
Bachelor's (Preferred)
Experience:
total work: 3 years (Required)
WordPress: 3 years (Required)
Woocommerce: 1 year (Preferred)
Ability to Commute:
Kozhikode, Kerala (Preferred)
Ability to Relocate:
Kozhikode, Kerala: Relocate with an employer provided relocation package (Preferred)
Work Location: In person
Show less
Base pay
The minimum salary is ₹35T and the max salary is ₹35T.
₹35T/mo (Employer est.)
Calicut
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page."
Web Developer Intern,Appening Infotech Pvt. Ltd.,Remote,₹6T (Employer Est.),"https://www.glassdoor.co.in/job-listing/web-developer-intern-appening-infotech-pvt-ltd-JV_KO0,20_KE21,46.htm?jl=1009485979777","Appening Infotech Pvt. Ltd.
Web Developer Intern
Remote
Easy Apply
Easy Apply
About Us:
At Appening, we're a dynamic team dedicated to pushing the boundaries of web and mobile app development. With a strong focus on design and user experience, we partner with startups across the globe to create next-generation digital solutions. Join us on our mission to innovate and excel, contributing to projects that make a real impact.
Key Responsibilities:
Assist in the development of web pages
Work with designers to translate UI/UX designs into code
Develop responsive web pages that ensure a seamless user experience across all devices (desktop, tablet, mobile)
Ensure the technical feasibility of UI/UX designs
Optimize web pages for speed and scalability
Test and debug web pages across different browsers and devices
Collaborate with senior developers to improve coding best practices
Qualifications:
Basic understanding of HTML5 and CSS3
Familiarity with Bootstrap for building responsive layouts
Knowledge of jQuery for enhancing interactive features on web pages
Familiarity with responsive design principles
Knowledge of any version control tools (like Git)
What We Offer:
A remote internship position that allows you to work from anywhere.
Hands-on experience with live projects in a rapidly growing tech company.
A supportive, collaborative team environment where you can learn and grow.
The opportunity to make a tangible impact on the development of cutting-edge web and mobile applications.
Job Type: Internship
Contract length: 3 months
Pay: ₹6,000.00 per month
Benefits:
Flexible schedule
Paid sick time
Paid time off
Work from home
Schedule:
Monday to Friday
Education:
Bachelor's (Preferred)
Work Location: Remote
Application Deadline: 18/10/2024
Expected Start Date: 21/10/2024
Show less
Base pay
The minimum salary is ₹6T and the max salary is ₹6T.
₹6T/mo (Employer est.)
Remote
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page."
UI Developer,Edrevel,Chennai,₹60T (Employer Est.),"https://www.glassdoor.co.in/job-listing/ui-developer-edrevel-JV_IC2833209_KO0,12_KE13,20.htm?jl=1009418222742","Edrevel
UI Developer
Chennai
Easy Apply
Easy Apply
About us
We are agile, innovative software development team developing an AI powered learning experience platform. Through our platform we are transforming learning in organizations of different kinds. We are looking for creative individuals, who would like to start things from the ground up and produce software that changes people's life.
Our work environment is flexible. You will have an option of either work from home or from the office.
Flexible working hours
Work-from-home days
*Job Overview*
We are seeking a talented Front End Developer to join our team. The ideal candidate will have expertise in front-end technologies and a passion for creating exceptional user experiences.
*Responsibilities*
- Develop user-friendly web pages using front-end technologies such as Angular, Ionic or React
- Collaborate with back-end developers and designers to improve usability
- Implement responsive design principles to ensure the application is compatible with various devices
- Participate in Agile development methodologies like Scrum
- Utilize Continuous Integration/Continuous Deployment (CI/CD) pipelines for efficient code deployment
- Work closely with DevOps teams to optimize application performance
- Implement automation processes using Jenkins for streamlined workflows
*Experience*
- Proficiency in front-end technologies like Bootstrap, Ionic, Angular, and Redux
- Familiarity with Agile methodologies such as Scrum
- Experience with CI/CD practices
- Knowledge of DevOps principles and tools like Docker and Jenkins
- Strong problem-solving skills and attention to detail
- Excellent communication and teamwork abilities
If you are a Front End Developer looking to work on exciting projects using cutting-edge technologies, we encourage you to apply.
Job Type: Full-time
Pay: From ₹60,000.00 per year
Benefits:
Health insurance
Paid time off
Schedule:
Monday to Friday
Supplemental Pay:
Performance bonus
Yearly bonus
Experience:
Front-end development: 1 year (Preferred)
CSS: 1 year (Preferred)
Angular: 1 year (Preferred)
Work Location: In person
Show less
Base pay
The minimum salary is ₹60T and the max salary is ₹60T.
₹60T/yr (Employer est.)
Chennai
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page."
Perl Developer,Decision Management Solutions,Chennai,₹4L - ₹16L (Employer Est.),"https://www.glassdoor.co.in/job-listing/perl-developer-decision-management-solutions-JV_IC2833209_KO0,14_KE15,44.htm?jl=1009276861184","Decision Management Solutions
Perl Developer
Chennai
Easy Apply
Easy Apply
Job Title: Perl Developer
Job Description:
We are seeking a skilled Perl developer to join our team and contribute to the development of our software applications. The ideal candidate should have a strong understanding of Perl programming, software development best practices, and the ability to work in a collaborative team environment.
Responsibilities:
· Develop and maintain Perl applications and scripts for various purposes, such as web development, system administration, data processing, and automation.
· Collaborate with cross-functional teams to gather requirements, design solutions, and implement features according to specifications.
· Write well-structured, efficient, and maintainable Perl code.
· Debug and troubleshoot issues in existing Perl codebase, and implement fixes and improvements.
· Integrate Perl applications with databases, APIs, and other external systems.
· Perform code reviews and provide constructive feedback to team members.
· Write and execute unit tests and integration tests to ensure code quality.
· Maintain documentation for code, processes, and procedures.
· Stay updated with the latest Perl trends, tools, and technologies.
Qualifications:
· Bachelor's degree in Computer Science, Engineering, or a related field (or equivalent experience).
· Proven experience as a Perl developer with 2-4 years of professional experience.
· Strong proficiency in Perl programming language and its syntax.
· Familiarity with web development using Perl frameworks like Dancer, Mojolicious, or Catalyst.
· Solid understanding of database concepts and experience with SQL.
· Experience with version control systems like Git.
· Knowledge of Unix/Linux environments and command-line tools.
· Understanding of software development lifecycle and agile methodologies.
· Strong problem-solving skills and the ability to analyze and debug complex issues.
· Excellent communication skills and the ability to work collaboratively in a team.
· Attention to detail, code quality, and coding standards.
· Ability to learn quickly and adapt to new technologies and tools.
· Experience with other programming languages and technologies is a plus.
· Contributions to open-source projects or active involvement in the Perl community is a bonus.
Benefits:
Competitive salary and benefits package.
Opportunities for professional growth and development.
Job Types: Full-time, Temporary
Pay: ₹407,636.11 - ₹1,632,124.43 per year
Benefits:
Health insurance
Location Type:
In-person
Schedule:
Monday to Friday
Ability to commute/relocate:
Chennai, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Preferred)
Experience:
total work: 3 years (Preferred)
software development: 3 years (Preferred)
Perl: 3 years (Preferred)
Work Location: In person
Show less
Base pay range
The minimum salary is ₹4L and the max salary is ₹16L.
₹4L – ₹16L/yr (Employer est.)
₹10L
/yr Median
Chennai
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page."
Web Designer & Developer,Comtrek Digital Pvt Ltd,Thāne,₹20T - ₹40T (Employer Est.),"https://www.glassdoor.co.in/job-listing/web-designer-developer-comtrek-digital-pvt-ltd-JV_IC2933225_KO0,22_KE23,46.htm?jl=1009427331124","Comtrek Digital Pvt Ltd
Web Designer & Developer
Thāne
Easy Apply
Easy Apply
2+ years experience in Web Designing - Wordpress + E-commerce + Shopify
Experience in building both front-end and back-end of the website
Knowledge of WordPress Plugins
Excellent and written and verbal communication skills with proven fluency in English
Good understanding of Web architecture
Analysing website performance and troubleshooting errors
Conducts Wordpress design/development research and performs discovery analyses for new client projects, including content reviews and wireframing.
Creates Wordpress design/development strategies based on research.
Stay up-to-date with new web technologies.
2 years of experience as a Web Designer or a related field. B. Proven ability to create visually appealing and user-friendly websites. C. Strong understanding of HTML, CSS, and PHP. D. Experience with WordPress theme development is a plus. E. Excellent communication, collaboration, and problem-solving skills. F. Ability to work independently and manage multiple projects simultaneously. G. Passion for design and a strong desire to learn and grow.
Skills:- Wordpress, Wireframing, Web Development, HTML/CSS, Web design, Bootstrap and dreamwear
Job Type: Full-time
Pay: ₹20,000.00 - ₹40,000.00 per month
Schedule:
Day shift
Evening shift
Monday to Friday
Supplemental Pay:
Performance bonus
Shift allowance
Education:
Bachelor's (Required)
Experience:
PHP: 2 years (Required)
web design: 2 years (Required)
total work: 2 years (Required)
WordPress: 2 years (Required)
Work Location: In person
Application Deadline: 30/09/2024
Expected Start Date: 03/09/2024
Show less
Base pay range
The minimum salary is ₹20T and the max salary is ₹40T.
₹20T – ₹40T/mo (Employer est.)
₹30T
/mo Median
Thāne
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page."
Web Developer,Giraf,Calicut,₹35T - ₹40T (Employer Est.),"https://www.glassdoor.co.in/job-listing/web-developer-giraf-JV_IC2868442_KO0,13_KE14,19.htm?jl=1009373596361","Giraf
Web Developer
Calicut
Easy Apply
Easy Apply
Giraf is a digital marketing agency with its roots based in the Middle east and has
a long list of satisfied clientele both domestic and international. Our services include Web development, SEO, SMM, Package designs, 2D and 3D animation and much more.
We're currently seeking an on-site web developer to join our team in Mavoor.
Qualifications
Bachelor’s Degree in Computer Science or related field (Master’s preferred)
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, Laravel, Python, JavaScript, XML, jQuery)
Strong knowledge in database architecture and design (MySQL, PostgreSQL, SQLite)
Preferred to know about deployment process with Cloud Servers or on-premises
2-3 years experience in application development and testing
Ability to create support documentation for all new applications
Strong teamwork skills
Proven knowledge of the most current security and web development programming
Experience:
Laravel: 2+ years (Required)
Python: 1+ years (Required)
PHP: 1-2 years (Required)
MySql: 1+ years (Required)
WordPress: 1 Year (Preference)
Job Types: Full-time, Permanent
Pay: ₹35,000.00 - ₹40,000.00 per month
Benefits:
Flexible schedule
Schedule:
Day shift
Monday to Friday
Ability to commute/relocate:
Kozhikode, Kerala: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Preferred)
Experience:
total work: 3 years (Required)
Laravel: 2 years (Required)
Python: 1 year (Preferred)
Expected Start Date: 01/11/2024
Show less
Base pay range
The minimum salary is ₹35T and the max salary is ₹40T.
₹35T – ₹40T/mo (Employer est.)
₹38T
/mo Median
Calicut
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page."
Web Developer,Pristine Technologies,Delhi,₹30T (Employer Est.),"https://www.glassdoor.co.in/job-listing/web-developer-pristine-technologies-JV_KO0,13_KE14,35.htm?jl=1009492429449","Pristine Technologies
Web Developer
Delhi
Easy Apply
Easy Apply
We are looking for a web developer, for one of our companies in Delhi.
A professional who has a good record and portfolio of working in companies before.
Responsible for developing websites maintaining them through programming languages.
Should be experienced and proficient in his work.
Good salary will be given and a room for professional growth and development in their career.
Job Type: Full-time
Pay: ₹30,000.00 per month
Show less
Base pay
The minimum salary is ₹30T and the max salary is ₹30T.
₹30T/mo (Employer est.)
Delhi
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page."
Web Developer,Prachas Technologies,Remote,₹10T - ₹44T (Employer Est.),"https://www.glassdoor.co.in/job-listing/web-developer-prachas-technologies-JV_KO0,13_KE14,34.htm?jl=1009487862066","Prachas Technologies
Web Developer
Remote
Easy Apply
Easy Apply
Work collaboratively with Business Customers, Section Managers, Project Managers, Business Analysts, and SMEs to define strategies and implement solutions.
Develop reusable and scalable UI components using React.JS and Redux for frontend development and state management.
Ensure a solid understanding of decoupled architecture and aim for lightweight client-side interfaces.
Design responsive web application templates using wireframes and modern front-end tools.
Conduct thorough code reviews and provide in-depth analysis to ensure code quality.
Write unit tests using tools like Jest and Enzyme.
Develop automated tests using frameworks like Selenium.
Configure build and packaging processes by writing Webpack configuration files.
Create and maintain processes and procedures for Application Services.
Work independently within both local and remote teams.
Apply Agile and Scrum methodologies in day-to-day development processes.
Job Types: Full-time, Part-time, Permanent, Fresher
Pay: ₹9,796.21 - ₹43,558.37 per month
Education:
Bachelor's (Preferred)
Experience:
CSS: 1 year (Preferred)
total work: 1 year (Preferred)
HTML5: 1 year (Preferred)
Work Location: Remote
Show less
Base pay range
The minimum salary is ₹10T and the max salary is ₹44T.
₹10T – ₹44T/mo (Employer est.)
₹27T
/mo Median
Remote
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page."
Web developer (Remote),InScience Healthcare Consulting Pvt. Ltd.,Remote,₹25T - ₹40T (Employer Est.),"https://www.glassdoor.co.in/job-listing/web-developer-remote-inscience-healthcare-consulting-pvt-ltd-JV_KO0,20_KE21,60.htm?jl=1009487303953","InScience Healthcare Consulting Pvt. Ltd.
Web developer (Remote)
Remote
Easy Apply
Easy Apply
Job Title: Web Developer Developer
Experience: 2 to 3 Years
Location: Remote
Key Responsibilities:
Develop and customize WordPress themes and plugins.
Transform designs into fully functional and responsive websites.
Manage and optimize website databases and server environments.
Identify and fix website issues and bugs.
Collaborate with designers and developers to introduce new features and enhance existing ones.
Maintain and update websites to ensure optimal performance and security.
Work with cross-functional teams to deliver high-quality projects on time.
Required Skills:
Proficiency in HTML, CSS, and JavaScript (mandatory).
Strong expertise in WordPress, including theme and plugin development.
Experience with database management and server administration.
Ability to implement designs with responsive, user-friendly interfaces.
Understanding of SEO best practices in website development.
Experience with Shopify is a plus.
Qualifications:
Bachelor's degree in Computer Science, Information Technology, or a related field.
2 to 3 years of professional experience in WordPress development.
Strong problem-solving abilities and keen attention to detail.
Excellent communication and teamwork skills.
Interested candidates can share their CVs at nikita@insciencehealth.com
We are seeking only experienced candidates for this role.
Job Types: Full-time, Permanent
Pay: ₹25,000.00 - ₹40,000.00 per month
Schedule:
Monday to Friday
Work Location: Remote
Show less
Base pay range
The minimum salary is ₹25T and the max salary is ₹40T.
₹25T – ₹40T/mo (Employer est.)
₹33T
/mo Median
Remote
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page."
C++/Chromium Developer,SUPERCODER INC,Remote,₹2L - ₹4L (Employer Est.),"https://www.glassdoor.co.in/job-listing/c-chromium-developer-supercoder-inc-JV_KO0,20_KE21,35.htm?jl=1009436309303","SUPERCODER INC
C++/Chromium Developer
Remote
Easy Apply
Easy Apply
Greetings and thank you for visiting our job post.
Supercoder is an AI-powered career development platform connecting developers worldwide to remote job opportunities with competitive payment.
We are hiring a C++/Chromium Developer with details as below.
Type of role: 100% Full-time remote
Company Overview:
We are a company developing a Chromium-based web browser with key features including ad-blocking and video downloading. We are currently working on Aurora Browser, and we are looking for a talented individual to handle the maintenance and updates of our website, download.ororabrowser.com.
Responsibilities
Customize and develop extensions for the Aurora Browser
Manage servers and handle Google AdSense
Connect to News APIs and work on ad-related scripts
Develop advertising systems and create scheduler programs
Required Qualifications:
C++: 5+ years of professional experience
English: Mandatory
Preferred Qualifications:
Experience with Chromium browser projects
Knowledge of the Korean language is a plus
Technical Stack:
Programming Languages: C++, JavaScript, Python, HTML/CSS
Chromium-related Technologies: Blink, V8, WebRTC, Skia
Development Tools: GN, Ninja, gclient, depot_tools
Platform Development Tools: Visual Studio (Windows), GCC/Clang (Linux), Xcode (macOS)
Other Tools: Git, JIRA, CI/CD Tools (Jenkins, GitLab CI)
Other Requirements:
Strong understanding of Chromium architecture and browser rendering pipelines
Advanced C++ skills in multithreading and memory management
Experience with network protocols and performance optimization
UI/UX design and open-source contribution experience
Preferred Experience:
Browser extension development
Knowledge of web security (XSS, CSRF, etc.)
Experience with testing and automation tools
Job Type: Full-time
Pay: ₹220,000.00 - ₹380,000.00 per month
Location Type:
Remote
Experience:
C++: 5 years (Required)
Chromium: 1 year (Required)
Web development: 6 years (Required)
Work Location: Remote
Show less
Base pay range
The minimum salary is ₹2L and the max salary is ₹4L.
₹2L – ₹4L/mo (Employer est.)
₹3L
/mo Median
Remote
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page."
Freelance Web Developer,Yashaa Digital,Remote,₹300.00 - ₹600.00 Per hour (Employer Est.),"https://www.glassdoor.co.in/job-listing/freelance-web-developer-yashaa-digital-JV_KO0,23_KE24,38.htm?jl=1009477507397","Yashaa Digital
5.0
Freelance Web Developer
Remote
Easy Apply
Easy Apply
Requirements:
Minimum 5+ years of experience in website development.
Should have experience in developing multiple enterprise-grade websites
Ability to take ownership and execution of end to end website development projects
Proficient in setting up website security tools and processes for securing client websites
Responsibilities:
Work on multiple client website development and maintenance projects
Develop websites using PHP, WordPress, Laravel, and other CMS platforms
Work on HTML, CSS, JavaScript, and other web technologies
Working with server scripts, web hosting, and web app installation
Setup new CMS Environments from scratch
Migrate websites from one environment/ server to another
Work with cross-functionally to enhance the overall user experience of our platforms
Own various design tasks involved in the web development life cycle from start to finish
Job Type: Freelance
Pay: ₹300.00 - ₹600.00 per hour
Expected hours: No less than 20 per week
Benefits:
Flexible schedule
Work from home
Location Type:
Remote
Schedule:
Day shift
Application Question(s):
How many hours you can give us per day?
What will be your expected hourly rate in INR?
Experience:
Front-end development: 5 years (Preferred)
Back-end development: 5 years (Preferred)
Work Location: Remote
Show less
Base pay range
The minimum salary is ₹300.00 and the max salary is ₹600.00.
₹300.00 – ₹600.00/hr (Employer est.)
₹450.00
/hr Median
Remote
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
1 to 50 Employees
Founded
--
Type
Company - Private
Industry
--
Sector
--
Revenue
Unknown / Non-Applicable
Yashaa Digital Ratings
5.0
N/A
Recommend to a friend
N/A
Approve of CEO
0 Ratings"
Front End Web Developer,Uniwise Technology Labs Pvt Ltd,Remote,₹20T - ₹40T (Employer Est.),"https://www.glassdoor.co.in/job-listing/front-end-web-developer-uniwise-technology-labs-pvt-ltd-JV_KO0,23_KE24,55.htm?jl=1009474018031","Uniwise Technology Labs Pvt Ltd
Front End Web Developer
Remote
Easy Apply
Easy Apply
You will help build innovative tech solutions with your valuable contribution and take it to the next level. A highly skilled Computer Programmer with an eye for detail, highly organized, meticulous, multi-tasking and problem solving attitude.
Role & responsibilities
Proficiency in vue.js and react is a must. Candidates should have a solid understanding of these technologies and be able to work efficiently with them.
Strong experience in developing and maintaining frontend web applications and consuming APIs.
A good understanding of front-end technologies such as HTML, CSS, and JavaScript is required for seamless collaboration with UI/UX designers.
Prior experience with version control systems (e.g., Git) and agile development methodologies will be highly advantageous.
Excellent problem-solving skills and the ability to troubleshoot and debug complex software issues effectively.
Strong communication and team collaboration skills, as the Full Stack Developer will be working closely with other team members and stakeholders.
An analytical mind
Preferred candidate profile
You have 1 -2 years of experience with the technologies
You know some or most of the technologies we use
You are a fast learner and can think out-of-the-box
You have creative visualization, critical thinking, and deductive and pragmatic reasoning
You like teamwork and are passionate about your work and quality outcomes
Job Type: Full-time
Pay: ₹20,000.00 - ₹40,000.00 per month
Benefits:
Work from home
Schedule:
Day shift
Supplemental Pay:
Performance bonus
Education:
Bachelor's (Required)
Experience:
Vue.js: 1 year (Required)
total work: 1 year (Preferred)
HTML5: 1 year (Preferred)
Work Location: Remote
Expected Start Date: 15/10/2024
Show less
Base pay range
The minimum salary is ₹20T and the max salary is ₹40T.
₹20T – ₹40T/mo (Employer est.)
₹30T
/mo Median
Remote
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page."
Junior Front End Developer,Finpoint,Bengaluru,₹3L - ₹8L (Glassdoor Est.),"https://www.glassdoor.co.in/job-listing/junior-front-end-developer-finpoint-JV_IC2940587_KO0,26_KE27,35.htm?jl=1006118945863","Finpoint
5.0
Junior Front End Developer
Bengaluru
Easy Apply
Easy Apply
Requirements:
Hands on experience in HTML / CSS / JS - Pixel perfect conversion from designs to web implementation
Solid understanding of web standards and cross-browser compatibility
Proficient understanding of client-side scripting and JavaScript frameworks, including jQuery
Understanding of Bootstrap and React.JS
Demonstrated proficiency with Responsive Web Design strategies and tactics
Comfortable with integration of front-end interface with REST based backend APIs
Good understanding of asynchronous request handling, partial page updates will be plus
Knowledge of GIT will be a plus
Responsibilities:
Design, develop and optimize application GUI using html/css/JavaScript
Build reusable code and libraries for future use
Create and ensure the technical feasibility of UI/UX designs
Optimize application for maximum speed, scalability and responsiveness
Collaborate with other team members
Work Experience:
Less than 2 years
Job Type:
Full Time
Location:
Bengaluru
Show less
Base pay range
The minimum salary is ₹3L and the max salary is ₹8L.
₹3L – ₹8L/yr (Glassdoor est.)
₹5L
/yr Median
Bengaluru
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
1 to 50 Employees
Founded
--
Type
Company - Private
Industry
--
Sector
--
Revenue
Unknown / Non-Applicable
Finpoint Ratings
5.0
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings
Career opportunities
4.7
Comp and Benefits
4.5
Culture and values
4.7
Senior management
4.6
Work/Life Balance
3.5
Finpoint Reviews
Pros
""going team, pleasure to work with"" (in 3 reviews)
Cons
""Very traditional and structured working environment"" (in 1 review)"
Web Developer,Emmsons Infotech,Hyderābād,₹4L - ₹6L (Employer Est.),"https://www.glassdoor.co.in/job-listing/web-developer-emmsons-infotech-JV_IC2865319_KO0,13_KE14,30.htm?jl=1009480142444","Emmsons Infotech
Web Developer
Hyderābād
Easy Apply
Easy Apply
To ensure success as a junior software developer, you should have a good working knowledge of basic programming languages, the ability to learn new technology quickly, and the ability to work in a team environment. Ultimately, a top-class Junior Software Developer provides valuable support to the design team while continually improving their coding and design skills.
Job Type: Full-time
Pay: ₹360,000.00 - ₹600,000.00 per year
Experience:
total work: 1 year (Preferred)
Work Location: Remote
Show less
Base pay range
The minimum salary is ₹4L and the max salary is ₹6L.
₹4L – ₹6L/yr (Employer est.)
₹5L
/yr Median
Hyderābād
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page."
We Web Developer,Zenith Future LLP,Remote,₹45T - ₹80T (Employer Est.),"https://www.glassdoor.co.in/job-listing/we-web-developer-zenith-future-llp-JV_KO0,16_KE17,34.htm?jl=1009488969250","Zenith Future LLP
We Web Developer
Remote
Easy Apply
Easy Apply
Job Details:
Position: Web Application Developer (We Web Developer)
Experience: 2-3 years
Work Mode: Remote
Contract Duration: 6 or 12 months
Shift: 3 pm – 12 am IST (US Shift)
* Proven experience with We Web for web application development
* Expertise in web architecture and development
* Strong knowledge of REST ful API design and implementation
* Experience with AWS Lambda is a big plus
* Familiarity with AI and voice-calling technologies is a plus
* Being able to manage other developers as well as working independently
* Experienced in Agile methodologies
Job Types: Full-time, Permanent
Pay: ₹45,000.00 - ₹80,000.00 per month
Location Type:
Remote
Schedule:
US shift
Education:
Bachelor's (Preferred)
Experience:
total work: 3 years (Required)
Work Location: Remote
Show less
Base pay range
The minimum salary is ₹45T and the max salary is ₹80T.
₹45T – ₹80T/mo (Employer est.)
₹63T
/mo Median
Remote
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page."
Web Developer Intern,Collablearn,Remote,₹5T - ₹10T (Employer Est.),"https://www.glassdoor.co.in/job-listing/web-developer-intern-collablearn-JV_KO0,20_KE21,32.htm?jl=1009456597484","Collablearn
Web Developer Intern
Remote
Easy Apply
Easy Apply
Job Title
Web Developer Intern
Company Overview
CollabLearn is a collaborative learning platform focused on fostering interactive, community-driven education. We are an early-stage startup passionate about building cutting-edge learning experiences that empower individuals to learn and grow together.
Key Responsibilities
Assist in the development and maintenance of web platform
Write clean, maintainable, and efficient code
Work with front-end and back-end technologies to implement new features
Troubleshoot, debug, and optimize existing functionalities
Collaborate with designers, product managers, and other team members to ensure a smooth user experience
Stay updated on the latest web development trends and technologies
Participate in code reviews and provide constructive feedback
What We’re Looking For
Technical Skills:
Proficiency in HTML, CSS, and JavaScript
Familiarity with front-end frameworks such as React, Angular, or Vue.js
Basic knowledge of back-end technologies such as Node.js, Python, or PHP
Knowledge of version control systems like Git
Perks
Hands-on Experience: Gain real-world experience in a fast-paced startup environment
Mentorship: Work closely with experienced developers who will guide you in building your skills
Flexible Work Environment: Remote work and flexible hours
Growth Opportunity: Possibility of transitioning into a full-time role based on performance
Job Types: Part-time, Fresher, Freelance, Internship
Pay: ₹5,000.00 - ₹10,000.00 per month
Location Type:
Remote
Education:
Secondary(10th Pass) (Preferred)
Experience:
CSS: 1 year (Preferred)
total work: 1 year (Preferred)
HTML5: 1 year (Preferred)
Work Location: Remote
Show less
Base pay range
The minimum salary is ₹5T and the max salary is ₹10T.
₹5T – ₹10T/mo (Employer est.)
₹8T
/mo Median
Remote
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page."
